CustomerID,Gender,Age,Married,NumberofDependents,City,ZipCode,Population,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,Churn,ChurnCategory,ChurnReason,predictions,pred_probabilities
5394-MEITZ,0,26,1,0,Corona Del Mar,92625,13422,5,60,None,1,14.0,No,1,Cable,42.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,80.6,4946.7,0.0,0,840.0,5786.7,0,Unknown,Unknown,0,0.0034426043
2077-DDHJK,0,48,1,0,Goleta,93117,49975,2,68,None,1,27.41,Yes,1,DSL,9.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,0,Credit Card,70.9,4911.35,49.37,0,1863.88,6725.86,0,Unknown,Unknown,0,0.0034267076
4723-BEGSG,1,35,1,0,Corona,92881,21911,1,72,None,1,12.12,Yes,1,Cable,23.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card,-10.0,6094.25,3.2,0,872.64,6963.69,0,Unknown,Unknown,0,0.0034095952
0257-KXZGU,0,29,1,1,Santa Clara,95051,52986,9,32,Offer C,1,33.28,Yes,1,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,0,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,0,Unknown,Unknown,0,0.0034076464
3227-WLKLI,0,52,1,3,San Francisco,94112,73117,1,65,None,1,10.11,Yes,1,Cable,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Bank Withdrawal,91.55,5963.95,0.0,0,657.15,6621.1,0,Unknown,Unknown,0,0.003404267
6518-KZXCB,1,61,0,0,Cassel,96016,344,0,22,Offer D,1,4.79,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Credit Card,25.25,566.5,0.0,0,105.38,671.88,0,Unknown,Unknown,0,0.0034003993
5495-GPSRW,1,62,0,0,Joshua Tree,92252,8141,0,20,None,1,27.11,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,1,Credit Card,19.7,419.4,0.0,0,542.2,961.6,0,Unknown,Unknown,0,0.0034001619
3067-SVMTC,0,49,1,0,Imperial,92251,14546,9,68,None,1,44.79,No,1,Cable,14.0,Yes,No,No,Yes,No,No,No,No,One Year,0,Bank Withdrawal,55.9,3848.8,0.0,20,3045.72,6914.52,0,Unknown,Unknown,0,0.0033951325
1821-BUCWY,1,35,0,0,Valyermo,93563,413,0,30,Offer C,1,47.06,No,1,Cable,24.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,1,Mailed Check,55.65,1653.85,0.0,0,1411.8,3065.65,0,Unknown,Unknown,0,0.0033410375
3363-DTIVD,1,55,1,3,Reseda,91335,68018,3,71,Offer A,1,25.02,Yes,1,Fiber Optic,53.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,0,Bank Withdrawal,105.55,7405.5,0.0,0,1776.42,9181.92,0,Unknown,Unknown,0,0.003319019
3541-ZNUHK,0,51,1,2,La Crescenta,91214,29110,5,55,None,1,20.1,Yes,1,Fiber Optic,19.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,85.1,4600.95,14.3,0,1105.5,5692.15,0,Unknown,Unknown,0,0.003311941
8898-KASCD,1,41,0,0,Biggs,95917,3169,0,39,None,0,0.0,Unknown,1,DSL,14.0,No,No,Yes,Yes,No,No,No,Yes,One Year,0,Credit Card,35.55,1309.15,0.0,0,0.0,1309.15,0,Unknown,Unknown,0,0.003306834
7435-ZNUYY,1,24,0,0,Loleta,95551,1447,0,6,Offer E,1,12.17,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Credit Card,20.6,116.6,0.0,0,73.02,189.62,0,Unknown,Unknown,0,0.003298609
6161-ERDGD,1,57,1,3,Santa Maria,93458,43684,0,71,Offer A,1,23.41,Yes,1,DSL,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,0,Bank Withdrawal,85.45,6300.85,0.0,0,1662.11,7962.96,0,Unknown,Unknown,0,0.0032882735
5730-DBDSI,1,50,0,0,June Lake,93529,618,0,66,Offer A,1,45.54,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Bank Withdrawal,19.7,1253.8,0.0,0,3005.64,4259.44,0,Unknown,Unknown,0,0.0032124952
0023-UYUPN,0,79,1,0,Ahwahnee,93601,1968,0,50,None,1,31.43,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Bank Withdrawal,25.2,1306.3,0.0,0,1571.5,2877.8,0,Unknown,Unknown,0,0.0032086358
3128-YOVTD,0,29,1,2,Forbestown,95941,452,6,51,None,1,2.53,No,1,Fiber Optic,71.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,79.15,4018.55,0.0,0,129.03,4147.58,0,Unknown,Unknown,0,0.0031943242
9046-JBFWA,1,20,0,2,Port Costa,94569,173,0,27,None,1,30.36,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,19.15,537.35,0.0,0,819.72,1357.07,0,Unknown,Unknown,0,0.0031855348
9677-AVKED,0,55,0,2,La Verne,91750,35530,0,53,None,1,14.54,Yes,1,Cable,18.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,84.6,4449.75,0.0,0,770.62,5220.37,0,Unknown,Unknown,0,0.003166539
8715-KKTFG,0,63,1,0,Roseville,95661,25173,6,61,Offer B,1,18.03,Yes,1,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,103.3,6518.35,0.0,0,1099.83,7618.18,0,Unknown,Unknown,0,0.0031536615
7873-CVMAW,1,61,0,0,Van Nuys,91405,51348,0,72,None,1,46.1,Yes,1,DSL,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card,88.55,6362.35,0.0,0,3319.2,9681.55,0,Unknown,Unknown,0,0.0031161576
2716-GFZOR,1,48,1,0,Raymond,93653,972,10,43,Offer B,1,7.63,No,1,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,1,Credit Card,86.1,3551.65,0.0,0,328.09,3879.74,0,Unknown,Unknown,0,0.003108224
6806-YDEUL,0,67,0,0,Sacramento,95817,14966,0,6,Offer E,1,2.03,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Bank Withdrawal,19.5,106.8,0.0,0,12.18,118.98,0,Unknown,Unknown,0,0.003107132
4057-FKCZK,1,40,1,2,Prather,93651,1314,1,58,None,1,29.93,Yes,1,Fiber Optic,24.0,No,No,No,No,Yes,No,No,Yes,Two Year,0,Bank Withdrawal,82.5,4828.05,0.0,0,1735.94,6563.99,0,Unknown,Unknown,0,0.0030949044
4947-DSMXK,1,28,1,2,Farmersville,93223,8644,9,34,None,1,42.74,Yes,1,Fiber Optic,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,97.7,3410.0,0.0,0,1453.16,4863.16,0,Unknown,Unknown,0,0.0030911227
2176-LVPNX,0,69,0,0,San Jose,95113,561,0,71,Offer A,1,37.39,Yes,1,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,0,Credit Card,89.85,6293.45,0.0,140,2654.69,9088.14,0,Unknown,Unknown,0,0.0030320124
1053-MXTTK,0,63,1,1,North Hollywood,91602,16996,1,72,None,1,14.46,No,1,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,108.65,7726.35,0.0,0,1041.12,8767.47,0,Unknown,Unknown,0,0.003031482
6685-GBWJZ,1,59,1,0,Los Angeles,90015,15140,6,63,None,1,46.99,No,1,Cable,13.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,0,Credit Card,70.8,4448.8,0.0,0,2960.37,7409.17,0,Unknown,Unknown,0,0.0029580041
0815-MFZGM,0,54,1,0,Morgan Hill,95037,41707,9,42,None,1,1.31,No,1,Fiber Optic,17.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card,99.0,4135.0,0.0,0,55.02,4190.02,0,Unknown,Unknown,0,0.0029383195
8510-BBWMU,0,40,0,0,Stonyford,95979,844,0,41,None,1,37.46,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,1,Credit Card,19.75,806.95,0.0,0,1535.86,2342.81,0,Unknown,Unknown,0,0.002920828
8999-YPYBV,1,63,1,0,Garden Valley,95633,2536,3,45,Offer B,1,30.8,No,1,Cable,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card,84.35,3858.05,0.0,0,1386.0,5244.05,0,Unknown,Unknown,0,0.0029196632
9575-IWCAZ,1,37,1,0,Valencia,91354,17846,4,6,None,1,47.29,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Mailed Check,25.1,171.0,0.0,0,283.74,454.74,0,Unknown,Unknown,0,0.0029136671
7677-SJJJK,1,26,1,0,Granite Bay,95746,20675,5,8,Offer E,1,48.39,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Credit Card,19.9,153.95,0.0,0,387.12,541.07,0,Unknown,Unknown,0,0.002913275
2525-GVKQU,0,60,0,0,Santa Margarita,93453,2687,0,60,Offer B,1,47.07,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Credit Card,20.6,1093.0,0.0,0,2824.2,3917.2,0,Unknown,Unknown,0,0.0029124774
4992-LTJNE,1,40,1,0,Cantua Creek,93608,1766,5,72,Offer A,1,24.24,Yes,1,DSL,27.0,Yes,No,No,No,No,No,No,Yes,Two Year,0,Bank Withdrawal,55.3,3983.6,0.0,0,1745.28,5728.88,0,Unknown,Unknown,0,0.002906239
9847-HNVGP,1,23,0,0,Monterey Park,91755,26933,0,17,Offer D,1,25.91,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Credit Card,19.95,310.6,0.0,0,440.47,751.07,0,Unknown,Unknown,0,0.002870615
7020-OZKXZ,0,65,0,0,Vista,92084,44692,0,9,None,1,24.96,No,1,Fiber Optic,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,0,Credit Card,75.5,637.4,0.0,0,224.64,862.04,0,Unknown,Unknown,0,0.0028531284
4098-NAUKP,1,70,1,1,Oceano,93445,7435,1,68,Offer A,1,20.31,Yes,1,Fiber Optic,13.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,1,Bank Withdrawal,84.65,5683.6,0.0,0,1381.08,7064.68,0,Unknown,Unknown,0,0.0028513612
5153-LXKDT,1,51,1,3,Danville,94506,19777,1,68,None,1,18.47,Yes,1,Fiber Optic,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,110.2,7467.5,0.0,0,1255.96,8723.46,0,Unknown,Unknown,0,0.0028505696
0487-VVUVK,1,49,1,2,Santa Barbara,93109,10986,5,25,None,1,19.09,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Credit Card,19.15,477.6,0.0,0,477.25,954.85,0,Unknown,Unknown,0,0.0028218424
1187-WILMM,1,39,1,0,Lindsay,93247,15508,6,63,None,1,44.55,Yes,1,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Credit Card,89.4,5597.65,0.0,0,2806.65,8404.3,0,Unknown,Unknown,0,0.0028083257
1984-GPTEH,0,47,0,0,Burbank,91506,18539,0,29,None,1,4.53,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Bank Withdrawal,25.15,702.0,0.0,0,131.37,833.37,0,Unknown,Unknown,0,0.0027899977
4135-FRWKJ,0,66,1,1,Santa Monica,90404,19975,1,55,None,1,34.57,Yes,1,Cable,19.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,0,Bank Withdrawal,76.25,4154.55,0.0,0,1901.35,6055.9,0,Unknown,Unknown,0,0.0027774612
5986-WWXDV,1,42,0,0,Salton City,92275,799,0,39,None,1,48.61,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Bank Withdrawal,19.35,779.2,0.0,0,1895.79,2674.99,0,Unknown,Unknown,0,0.0027659433
2753-JMMCV,1,41,0,0,Paso Robles,93446,35586,0,65,Offer B,1,22.23,Yes,1,DSL,18.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,1,Credit Card,74.2,4805.65,0.0,0,1444.95,6250.6,0,Unknown,Unknown,0,0.0027632955
9473-CBZOP,0,35,0,0,Avila Beach,93424,812,0,28,None,1,33.05,Yes,1,Cable,7.0,Yes,No,Yes,No,No,No,No,Yes,One Year,0,Credit Card,59.0,1654.45,0.0,0,925.4,2579.85,0,Unknown,Unknown,0,0.002744381
1744-JHKYS,0,49,1,0,Pasadena,91105,10253,5,34,Offer C,1,11.52,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Bank Withdrawal,24.7,780.2,0.0,0,391.68,1171.88,0,Unknown,Unknown,0,0.002741248
4735-BJKOU,0,33,0,0,Los Angeles,90039,29310,0,40,None,1,8.36,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Mailed Check,20.15,804.85,0.0,0,334.4,1139.25,0,Unknown,Unknown,0,0.0027294918
7641-TQFHN,1,21,0,1,Fresno,93704,26580,0,39,Offer C,1,14.72,Yes,1,Fiber Optic,85.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card,100.55,3895.35,0.0,0,574.08,4469.43,0,Unknown,Unknown,0,0.002727717
4616-EWBNJ,0,23,0,0,Los Angeles,90042,64672,0,16,Offer D,1,47.25,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Bank Withdrawal,20.1,318.6,0.0,0,756.0,1074.6,0,Unknown,Unknown,0,0.0027263593
0859-YGKFW,1,56,1,3,Olivehurst,95961,6439,1,18,Offer D,1,28.06,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Bank Withdrawal,20.05,345.9,0.0,0,505.08,850.98,0,Unknown,Unknown,0,0.0027045335
6976-BWGLQ,0,64,1,3,Pomona,91766,69974,1,72,Offer A,1,39.3,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Bank Withdrawal,25.2,1787.35,0.0,0,2829.6,4616.95,0,Unknown,Unknown,0,0.0026674427
2167-FQSTQ,0,20,1,0,Hayward,94541,60274,8,72,None,1,37.45,Yes,1,DSL,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,1,Bank Withdrawal,92.4,6786.1,0.0,150,2696.4,9632.5,0,Unknown,Unknown,0,0.0026645951
1302-TPUBN,1,58,0,0,West Sacramento,95691,19050,0,66,None,1,21.23,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Bank Withdrawal,19.35,1240.8,0.0,0,1401.18,2641.98,0,Unknown,Unknown,0,0.0026555487
9631-RXVJM,1,33,0,0,San Francisco,94102,28998,0,35,Offer C,1,4.24,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Credit Card,19.25,677.9,0.0,0,148.4,826.3,0,Unknown,Unknown,0,0.002635558
1096-ADRUX,0,34,1,1,Placentia,92870,48170,1,66,None,1,37.84,Yes,1,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,One Year,1,Bank Withdrawal,74.25,4859.25,0.0,0,2497.44,7356.69,0,Unknown,Unknown,0,0.0026338187
3059-NGMXB,1,52,1,3,San Jose,95124,45257,8,14,Offer D,1,2.96,Yes,1,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,0,Credit Card,69.2,944.65,0.0,0,41.44,986.09,0,Unknown,Unknown,0,0.0026330687
7564-GHCVB,0,27,1,0,San Simeon,93452,471,5,72,Offer A,1,7.29,Yes,1,Fiber Optic,53.0,Yes,No,No,No,No,No,No,No,Two Year,0,Bank Withdrawal,79.05,5730.7,0.0,80,524.88,6335.58,0,Unknown,Unknown,0,0.002622587
5055-BRMNE,0,35,1,2,Friant,93626,1125,3,67,Offer A,1,40.35,Yes,1,Fiber Optic,16.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card,106.7,7009.5,0.0,0,2703.45,9712.95,0,Unknown,Unknown,0,0.0026189948
0458-HEUZG,0,58,0,0,Alderpoint,95511,261,0,13,Offer D,0,0.0,Unknown,1,Cable,13.0,No,No,Yes,Yes,No,No,No,No,Two Year,0,Credit Card,35.4,450.4,0.0,100,0.0,550.4,0,Unknown,Unknown,0,0.002584862
7278-CKDNC,1,76,0,0,Fresno,93701,13858,0,24,None,1,46.13,Yes,1,Fiber Optic,23.0,No,Yes,No,No,No,No,No,Yes,Two Year,1,Bank Withdrawal,80.5,2088.45,0.0,0,1107.12,3195.57,0,Unknown,Unknown,0,0.0025798318
9372-TXXPS,0,49,1,0,Burson,95225,27,7,60,Offer B,1,41.4,No,1,Cable,21.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,0,Bank Withdrawal,59.85,3483.45,0.0,0,2484.0,5967.45,0,Unknown,Unknown,0,0.0025789237
3985-HOYPM,1,29,0,0,Washington,95986,145,0,26,None,1,6.38,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Credit Card,19.4,525.55,4.25,0,165.88,687.18,0,Unknown,Unknown,0,0.0025524877
7639-OPLNG,1,56,1,0,San Diego,92107,27959,8,70,Offer A,1,27.97,Yes,1,Cable,2.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,1,Bank Withdrawal,79.25,5731.85,0.0,0,1957.9,7689.75,0,Unknown,Unknown,0,0.002541371
5816-SCGFC,0,73,0,0,Fullerton,92835,21157,0,7,None,1,11.01,No,1,Cable,18.0,No,Yes,No,No,No,No,No,Yes,Two Year,1,Credit Card,51.3,419.35,0.0,0,77.07,496.42,0,Unknown,Unknown,0,0.0025266705
1972-XMUWV,0,46,1,0,Miramonte,93641,571,7,65,None,1,10.23,No,1,Cable,14.0,No,No,No,Yes,Yes,No,No,Yes,Two Year,1,Credit Card,59.8,3808.2,0.0,0,664.95,4473.15,0,Unknown,Unknown,0,0.0025241985
2931-XIQBR,0,41,1,3,Kelseyville,95451,9902,7,50,None,1,47.48,No,1,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,0,Credit Card,103.05,5153.5,0.0,0,2374.0,7527.5,0,Unknown,Unknown,0,0.0025235636
7606-BPHHN,1,39,0,0,La Quinta,92253,23971,0,72,Offer A,1,30.44,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,1,Credit Card,19.8,1468.75,0.0,0,2191.68,3660.43,0,Unknown,Unknown,0,0.002523543
8152-VETUR,0,26,1,0,Bishop,93514,13309,7,72,Offer A,1,28.59,Yes,1,Fiber Optic,58.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,1,Credit Card,97.7,6869.7,0.0,0,2058.48,8928.18,0,Unknown,Unknown,0,0.0025182972
8189-DUKMV,0,52,1,0,Rancho Cordova,95742,299,8,4,None,1,44.73,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Bank Withdrawal,20.5,79.05,0.0,0,178.92,257.97,0,Unknown,Unknown,0,0.002503432
4821-SJHJV,0,25,1,3,Calipatria,92233,7857,6,32,None,1,48.49,Yes,1,Fiber Optic,82.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,0,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.48,0,Unknown,Unknown,0,0.002497457
1925-GMVBW,0,49,0,0,Oroville,95965,17782,0,5,None,1,24.53,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,20.55,96.1,0.0,0,122.65,218.75,0,Unknown,Unknown,0,0.0024810527
4335-BSMJS,0,55,0,0,Sanger,93657,28991,0,62,None,1,8.23,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,1,Credit Card,-6.0,1563.95,0.0,0,510.26,2074.21,0,Unknown,Unknown,0,0.002480058
8990-YOZLV,0,46,0,0,Hickman,95323,1055,0,69,Offer A,1,13.91,Yes,1,Cable,7.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,1,Credit Card,66.9,4577.9,0.0,0,959.79,5537.69,0,Unknown,Unknown,0,0.0024471544
6701-DHKWQ,0,38,1,0,Montrose,91020,7527,10,61,Offer B,0,0.0,Unknown,1,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,0,Credit Card,51.35,3244.4,0.0,0,0.0,3244.4,0,Unknown,Unknown,0,0.002442256
7696-CFTAT,1,24,1,3,Diamond Bar,91765,46532,0,37,None,1,8.21,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Bank Withdrawal,19.8,726.1,0.0,0,303.77,1029.87,0,Unknown,Unknown,0,0.0024315328
4967-WPNCF,1,36,0,0,Huron,93234,6918,0,72,Offer A,0,0.0,Unknown,1,Cable,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,63.7,4464.8,0.0,0,0.0,4464.8,0,Unknown,Unknown,0,0.0024281566
5656-MJEFC,1,48,1,0,Victorville,92392,63235,10,42,Offer B,0,0.0,Unknown,1,Cable,8.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,0,Credit Card,48.15,2032.3,0.0,0,0.0,2032.3,0,Unknown,Unknown,0,0.0024211593
5442-BXVND,0,49,1,2,San Diego,92117,51213,2,33,None,1,9.97,Yes,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Bank Withdrawal,24.25,838.5,0.0,0,329.01,1167.51,0,Unknown,Unknown,0,0.0024066498
7520-HQWJU,0,22,1,1,Santa Ysabel,92070,1143,6,66,None,1,23.2,Yes,1,DSL,59.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.18,0,Unknown,Unknown,0,0.0024055922
8908-NMQTX,1,36,0,0,Walnut Creek,94595,18024,0,72,None,0,0.0,Unknown,1,Cable,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,1,Bank Withdrawal,65.6,4566.5,0.0,0,0.0,4566.5,0,Unknown,Unknown,0,0.0024036637
3285-UCQVC,0,31,0,0,Seaside,93955,38244,0,37,None,0,0.0,Unknown,1,DSL,10.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,0,Credit Card,28.6,973.55,0.0,0,0.0,973.55,1,Other,Don't know,0,0.0023921714
6766-HFKLA,0,60,1,0,Cazadero,95421,1575,10,56,None,1,10.13,Yes,1,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Bank Withdrawal,103.2,5744.35,0.0,0,567.28,6311.63,0,Unknown,Unknown,0,0.0023785299
3721-CNZHX,1,49,0,0,Berkeley,94704,21205,0,15,None,1,5.54,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,0,Credit Card,19.8,304.6,0.0,0,83.1,387.7,0,Unknown,Unknown,0,0.002362862
2439-LYPMQ,1,79,1,0,Milford,96121,481,7,38,Offer C,1,4.75,Yes,1,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,1,Bank Withdrawal,102.6,4009.2,45.81,0,180.5,4143.89,0,Unknown,Unknown,0,0.0023343728
1337-BOZWO,1,25,1,2,Canby,96015,417,2,18,None,0,0.0,Unknown,1,DSL,59.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,0,Credit Card,46.4,812.4,0.0,0,0.0,812.4,0,Unknown,Unknown,0,0.002333125
3902-MIVLE,1,35,1,0,Whittier,90601,32050,3,63,Offer B,1,12.15,Yes,1,DSL,21.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,0,Credit Card,75.7,4676.7,0.0,0,765.45,5442.15,0,Unknown,Unknown,0,0.0023202433
1394-SUIUH,0,70,1,0,Mount Shasta,96067,7309,4,44,None,1,44.44,No,1,Fiber Optic,6.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,1,Bank Withdrawal,85.15,3670.5,0.0,0,1955.36,5625.86,0,Unknown,Unknown,0,0.0023187317
0839-JTCUD,0,31,1,0,Mission Viejo,92691,46371,9,66,None,1,36.36,Yes,1,Cable,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Credit Card,89.9,5958.85,0.0,0,2399.76,8358.61,0,Unknown,Unknown,0,0.0023181383
4304-TSPVK,0,46,1,0,Tupman,93276,236,8,68,Offer A,1,23.14,Yes,1,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,0,Bank Withdrawal,114.9,7843.55,0.0,0,1573.52,9417.07,0,Unknown,Unknown,0,0.0023153585
3546-GHEAE,1,29,0,0,Blythe,92225,24659,0,7,None,1,9.43,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,0,Credit Card,19.45,165.35,0.0,0,66.01,231.36,0,Unknown,Unknown,0,0.002307899
4032-RMHCI,0,37,1,2,Fall River Mills,96028,1902,1,41,Offer B,0,0.0,Unknown,1,Cable,16.0,Yes,No,Yes,No,No,No,No,Yes,One Year,0,Credit Card,35.4,1412.4,0.0,0,0.0,1412.4,0,Unknown,Unknown,0,0.0022940703
2703-AMTUL,1,40,1,1,Lookout,96054,386,2,36,None,1,8.0,No,1,Cable,19.0,Yes,Yes,No,No,No,No,No,Yes,One Year,0,Credit Card,53.65,1939.35,0.0,0,288.0,2227.35,0,Unknown,Unknown,0,0.0022787265
